identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
DOJ_A-2016-01935,atip-files/DOJ ATIPS/DOJ_A-2016-01935.pdf,"From August 1, 2015 all documents, records, correspondence and communication including electronic records containing the words ""David Fewer"".

Tous les documents, tous les dossiers, toute la correspondance et toutes les communications, y compris les documents électroniques contenant les mots ""David Fewer"" depuis le 1eraoût 2015.",A-2016-01935,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01944,atip-files/DOJ ATIPS/DOJ_A-2016-01944.pdf,"Information on funding that has been targeted for youth drug programs under the ""Youth Justice Services Funding Program (YJSFP)"", the ""Youth Justice Fund - Antidrug Component"", the Drug Treatment Court Funding Program.

Renseignements sur le financement destiné aux programmes anti-drogue pour la jeunesse, soit le « Programme de financement des services de justice pour les jeunes (PFSJJ) », le « Fonds du système de justice pour les jeunes » (volet anti-drogue) et le « Programme de financement des tribunaux de traitement de la toxicomanie ».",A-2016-01944,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01945,atip-files/DOJ ATIPS/DOJ_A-2016-01945.pdf,"Number of threats received by Ministry of Justice employees per month from January 2012 to February 2017, and their nature.

Nombre de menaces reçues par les employé(e)s du ministère de la Justice par mois de janvier 2012 à février 2017, ainsi que leur nature.",A-2016-01945,Department of Justice Canada | Ministère de la Justice Canada,2017-03,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01962,atip-files/DOJ ATIPS/DOJ_A-2016-01962.pdf,"Briefing materials: OTH 2016-020736; BN 2016-020500; BN 2016-019944; OTH 2016-019769; BN 2016-019709.

Documents d'information : AUT 2016-020736; NI 2016-020500; NI 2016-019944; AUT 2016-019769; NI 2016-019709.",A-2016-01962,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01963,atip-files/DOJ ATIPS/DOJ_A-2016-01963.pdf,"Briefing materials: OTH 2016-019575, BN 2016-019154, BN 2016-017717 and BN 2016-016971.

Documents d'information : AUT 2016-019575, NI 2016-019154, NI 2016-017717 et NI 2016-016971.",A-2016-01963,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01964,atip-files/DOJ ATIPS/DOJ_A-2016-01964.pdf,"Briefing materials listed in A-2016-01349/KL: BN 2016-019312 — National Inquiry into MMIWG: Preparing for federal government document production; BN 2016-019744 — Development of new Treasury Board Secretariat.

Documents d'information énumérés dans A-2016-01349/KL: NI 2016-019312 — Enquête nationale sur les FFADA : Préparation de la production de document du gouvernement fédéral; NI 2016-019744 — Élaboration d'un nouveau Secrétariat du Conseil du Trésor.",A-2016-01964,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01983,atip-files/DOJ ATIPS/DOJ_A-2016-01983.pdf,"Records regarding the news release issued February 16, 2017 titled ""Parliamentary Secretary Bill Blair launches tour to meet with Canadians to discuss cannabis legalization and regulation"" from January 1, 2017 to March 8, 2017.

Documents concernant le communiqué publié le 16 février 2017 et ayant pour titre « Le secrétaire parlementaire Bill Blair lance une tournée pour visiter les Canadiens et les Canadiennes afin de discuter de la légalisation et de la réglementation du cannabis », du 1er janvier 2017 au 8 mars 2017.",A-2016-01983,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-01996,atip-files/DOJ ATIPS/DOJ_A-2016-01996.pdf,"A complete list of titles indicating the training and development sessions given to employees from November 4, 2015, to March 9, 2017.

Une liste complète indiquant le nom des formations et perfectionnements dispensés aux employés du 4 novembre 2015 au 9 mars 2017.",A-2016-01996,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02002,atip-files/DOJ ATIPS/DOJ_A-2016-02002.pdf,"Briefing materials listed in A-2016-01730/KL: From p. 21, DMO) ; 2016-024472 - BN; 2016-024774; 2016-024906.

Documents d'information énumérés dans A-2016-01730/KL : de la p. 21, BSM 2016-024472 - NI 2016-024774; 2016-024906.",A-2016-02002,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02003,atip-files/DOJ ATIPS/DOJ_A-2016-02003.pdf,"Briefing materials listed in A-2016-01730/KL: BN 2016-024195; BN 2016-024274; BN 2016-024290; BN 2016-024306; DMO 2016-022691; DMO 2016-023177.

Documents d'information énumérés dans A-2016-01730/KL: NI 2016-024195; NI 2016-024274; NI 2016-024290; NI 2016-024306; BSM 2016-022691; BSM 2016-023177",A-2016-02003,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02029,atip-files/DOJ ATIPS/DOJ_A-2016-02029.pdf,"Job description of Mark L. McCombs, Senior General Counsel, Legal Services, Department of Justice of Canada.

Description de poste de Mark L. McCombs, avocat général principal, Services juridiques, ministère de la Justice du Canada.",A-2016-02029,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02036,atip-files/DOJ ATIPS/DOJ_A-2016-02036.pdf,"The list of candidates taken on casual in the National Capital Region at the Department of Justice for the months of January and February 2017.

Liste des candidats retenus pour des postes occasionnels au ministère de la Justice, dans la région de la capitale nationale, pour les mois de janvier et février 2017.",A-2016-02036,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02039,atip-files/DOJ ATIPS/DOJ_A-2016-02039.pdf,"Documents regarding the number and amounts of contracts awarded to the firm Morneau Shepell per year, for the years from 2011 to March 21, 2017.

Documents relatifs au nombre et montant des contrats accordés à la firme Morneau Shepell par année, pour les années 2011 au 21 mars 2017.",A-2016-02039,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02054,atip-files/DOJ ATIPS/DOJ_A-2016-02054.pdf,"Information concerning the legal costs attributable to Canada defending itself against NAFTA Chapter 11 Investor State Dispute Resolution cases. The specific lawyer fees, dismemberment and other costs for all cases in which Canada has been a party.

Information concernant les frais juridiques attribuables au Canada lors de sa défense contre les cas de règlement de différends entre un investisseur et un État prévus au chapitre 11 de l'ALENA. Les frais juridiques en particulier, de démembrement et les autres frais de tous les cas auxquels le Canada est partie.",A-2016-02054,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02061,atip-files/DOJ ATIPS/DOJ_A-2016-02061.pdf,"List of briefing notes created and sent to the Department of Justice Canada, for the following period: February 15, 2017, to March 22, 2017. Including QP notes and excluding Cabinet Confidences.

La liste des notes d'information qui ont été créés au transmises au ministère de la Justice du Canada et ce pour la période suivante 15 février 2017 au 22 mars 2017. Incluant QP notes et exclure document confidentiel du Cabinet.",A-2016-02061,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02062,atip-files/DOJ ATIPS/DOJ_A-2016-02062.pdf,"Document including statistics/data indicating the number of surplus employees at Justice Canada for the year 2016; indicate the total salary amounts paid in 2016 to these surplus employees.

Documents incluant statistiques/données indiquant le nombre d'employés excédentaires au ministère de la Justice du Canada pour l'année 2016; indiquer les montants totaux payés en salaire à ces employés excédentaires en 2016.",A-2016-02062,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02072,atip-files/DOJ ATIPS/DOJ_A-2016-02072.pdf,"All travel expense claims for January 2017 for the Minister of Justice and all exempt staff in the Minister's office.

Toutes les demandes de remboursement de frais de déplacement pour la ministre de la Justice et le personnel exclu de son cabinet faites en janvier 2017.",A-2016-02072,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02084,atip-files/DOJ ATIPS/DOJ_A-2016-02084.pdf,"Financial documents related to purchases or leases of art or furniture for the Minister of Justice’s Ottawa office and constituency office(s) for the month of January 2017.

Documents financiers liés aux achats ou locations d’oeuvres d'art ou de meubles pour le bureau de la ministre de la Justice à Ottawa et dans le(s) bureau(x) de circonscription pour le mois de janvier 2017.",A-2016-02084,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02094,atip-files/DOJ ATIPS/DOJ_A-2016-02094.pdf,"2016-019800 QP Note Revised - Majiruana Legalization (revised September 13, 2016), 2016-021874 Lastest Developments on Legalization of Cannabis.

Notes 2016-019800 - Note révisée sur la légalisation de la marijuana pour la période de questions (révisée le 13 septembre 2016); 2016-021874 – Derniers progrès concernant la légalisation du cannabis.",A-2016-02094,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02095,atip-files/DOJ ATIPS/DOJ_A-2016-02095.pdf,"Briefing Note: QPN 2016-019808 QP Note Revised - Not criminally responsible designation (NCR) Guy Turcotte — Defence of mental disorder.

NPQ 2016-019808 Note PQ revisée - Désignation non criminellement responsable (NCR) Guy Turcotte — Moyen de défense fondé sur les troubles mentaux.",A-2016-02095,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02096,atip-files/DOJ ATIPS/DOJ_A-2016-02096.pdf,"Briefing Note: QPN 2016-017622 QP Note - Release of interim report by the Senate committee on legal and constitutional affairs entitled Delaying Justice is Denying Justice: an urgent need to address lengthy court delays in Canada.

Note de breffage : Note pour la PQ 2016-017622 - Publication du rapport provisoire du Comité sénatorial permanent des affaires juridiques et constitutionnelles intitulé « Justice différée, justice refusée : L’urgence de réduire les longs délais dans le système judiciaire au Canada ».",A-2016-02096,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02097,atip-files/DOJ ATIPS/DOJ_A-2016-02097.pdf,"QPN 2016-019708 QP Note Revised - Charbonneau Commission Report.

Note PQ 2016-019708 portant sur le rapport de la Commission Charbonneau.",A-2016-02097,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02098,atip-files/DOJ ATIPS/DOJ_A-2016-02098.pdf,"QP Note - Cyberbullying.

Note pour la PQ ayant trait à la cyberintimidation.",A-2016-02098,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02099,atip-files/DOJ ATIPS/DOJ_A-2016-02099.pdf,"QP 2016-019047 QP - Medical Assistance in Dying.

Notre pour la PQ 2016-019047 concernant l’aide médicale à mourir.",A-2016-02099,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2016-02100,atip-files/DOJ ATIPS/DOJ_A-2016-02100.pdf,"BN 2016-021894 - Meeting with Senator James Cowan Bill S-201 an act to prohibit and prevent genetic discrimination.

BN 2016-021894 - Rencontre avec le sénateur James Cowan à propos du projet de loi S-201 ayant pour but d’interdire et de prévenir la discrimination génétique.",A-2016-02100,Department of Justice Canada | Ministère de la Justice Canada,2017-04,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00059,atip-files/DOJ ATIPS/DOJ_A-2017-00059.pdf,"February 2017 briefing note No. 2017-000382 - Call with Heather Stefanson regarding delays in the Criminal Justice System.

Document d'information de février 2017 portant le no 2017-000382 - Appel avec Heather Stefanson au sujet des retards dans le système de Justice pénale.",A-2017-00059,Department of Justice Canada | Ministère de la Justice Canada,2017-06,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00060,atip-files/DOJ ATIPS/DOJ_A-2017-00060.pdf,"February 2017 briefing note No. 2017-000752 ""Support services to jurors"".

Février 2017 - Note de breffage 2017-000752 : « Services de soutien aux jurés »",A-2017-00060,Department of Justice Canada | Ministère de la Justice Canada,2017-07,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00063,atip-files/DOJ ATIPS/DOJ_A-2017-00063.pdf,"February 2017 briefing note No. 2017-001549 - Criminal Record Suspension System (for information).

Février 2017 - Note de breffage 2017-001549 : Système de suspension du casier judiciaire (à titre d'information).",A-2017-00063,Department of Justice Canada | Ministère de la Justice Canada,2017-07,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00064,atip-files/DOJ ATIPS/DOJ_A-2017-00064.pdf,"February 2017 Briefing Note No. 2017-001497 - Supreme Court of Canada.

Note de breffage 2017-001497, datée de février 2017 – Cour suprême du Canada.",A-2017-00064,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00065,atip-files/DOJ ATIPS/DOJ_A-2017-00065.pdf,"February 2017 Briefing Note No. 2017-001719 - QP Note Hate Crimes.

Note de breffage 2017-001719, datée de février 2017 – Fiche pour la période de questions sur les crimes haineux.",A-2017-00065,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
DOJ_A-2017-00066,atip-files/DOJ ATIPS/DOJ_A-2017-00066.pdf,"February 2017 Briefing Note No. 2016-025980 ""Response to Information Commissioner's.

Note de breffage 2016-025980, datée de février 2017 – Réponse au Commissaire à l'information.",A-2017-00066,Department of Justice Canada | Ministère de la Justice Canada,2017-05,TRUE,TRUE,text,TRUE,TRUE
